[-35071349ms] [ERROR] Failed to load resource: net::ERR_BLOCKED_BY_CLIENT @ https://static.cloudflareinsights.com/beacon.min.js/v4513226cdae34746b4dedf0b4dfa099e1781791509496:0
[-35070987ms] [INFO] This page uses Chrome's Built-In AI features (LanguageDetector)! We're always improving our models; please submit your feedback here: https://issues.chromium.org/issues/new?component=1583316 @ chrome-extension://gjkaolmncjlagdhkamocpknlngfbfmnm/content_script.js:4893
[-4255987ms] [WARNING] Failed to execute 'postMessage' on 'DOMWindow': The target origin provided ('https://challenges.cloudflare.com') does not match the recipient window's origin ('https://linux.do'). @ https://challenges.cloudflare.com/turnstile/v0/api.js?_upgrade=true&_cb=1785744303563:0
[-4255034ms] [WARNING] Failed to execute 'postMessage' on 'DOMWindow': The target origin provided ('https://challenges.cloudflare.com') does not match the recipient window's origin ('https://linux.do'). @ https://challenges.cloudflare.com/turnstile/v0/api.js?_upgrade=true&_cb=1785744303563:0
[-4254033ms] [WARNING] Failed to execute 'postMessage' on 'DOMWindow': The target origin provided ('https://challenges.cloudflare.com') does not match the recipient window's origin ('https://linux.do'). @ https://challenges.cloudflare.com/turnstile/v0/api.js?_upgrade=true&_cb=1785744303563:0
[-4253029ms] [WARNING] Failed to execute 'postMessage' on 'DOMWindow': The target origin provided ('https://challenges.cloudflare.com') does not match the recipient window's origin ('https://linux.do'). @ https://challenges.cloudflare.com/turnstile/v0/api.js?_upgrade=true&_cb=1785744303563:0
[-4251972ms] [WARNING] Failed to execute 'postMessage' on 'DOMWindow': The target origin provided ('https://challenges.cloudflare.com') does not match the recipient window's origin ('https://linux.do'). @ https://challenges.cloudflare.com/turnstile/v0/api.js?_upgrade=true&_cb=1785744303563:0
[-4251037ms] [WARNING] Failed to execute 'postMessage' on 'DOMWindow': The target origin provided ('https://challenges.cloudflare.com') does not match the recipient window's origin ('https://linux.do'). @ https://challenges.cloudflare.com/turnstile/v0/api.js?_upgrade=true&_cb=1785744303563:0
[-4250040ms] [WARNING] Failed to execute 'postMessage' on 'DOMWindow': The target origin provided ('https://challenges.cloudflare.com') does not match the recipient window's origin ('https://linux.do'). @ https://challenges.cloudflare.com/turnstile/v0/api.js?_upgrade=true&_cb=1785744303563:0
[-4249038ms] [WARNING] Failed to execute 'postMessage' on 'DOMWindow': The target origin provided ('https://challenges.cloudflare.com') does not match the recipient window's origin ('https://linux.do'). @ https://challenges.cloudflare.com/turnstile/v0/api.js?_upgrade=true&_cb=1785744303563:0
[-4248039ms] [WARNING] Failed to execute 'postMessage' on 'DOMWindow': The target origin provided ('https://challenges.cloudflare.com') does not match the recipient window's origin ('https://linux.do'). @ https://challenges.cloudflare.com/turnstile/v0/api.js?_upgrade=true&_cb=1785744303563:0
[-4247042ms] [WARNING] Failed to execute 'postMessage' on 'DOMWindow': The target origin provided ('https://challenges.cloudflare.com') does not match the recipient window's origin ('https://linux.do'). @ https://challenges.cloudflare.com/turnstile/v0/api.js?_upgrade=true&_cb=1785744303563:0
[-4245980ms] [WARNING] Failed to execute 'postMessage' on 'DOMWindow': The target origin provided ('https://challenges.cloudflare.com') does not match the recipient window's origin ('https://linux.do'). @ https://challenges.cloudflare.com/turnstile/v0/api.js?_upgrade=true&_cb=1785744303563:0
[-4245040ms] [WARNING] Failed to execute 'postMessage' on 'DOMWindow': The target origin provided ('https://challenges.cloudflare.com') does not match the recipient window's origin ('https://linux.do'). @ https://challenges.cloudflare.com/turnstile/v0/api.js?_upgrade=true&_cb=1785744303563:0
[-4244041ms] [WARNING] Failed to execute 'postMessage' on 'DOMWindow': The target origin provided ('https://challenges.cloudflare.com') does not match the recipient window's origin ('https://linux.do'). @ https://challenges.cloudflare.com/turnstile/v0/api.js?_upgrade=true&_cb=1785744303563:0
[-4243028ms] [WARNING] Failed to execute 'postMessage' on 'DOMWindow': The target origin provided ('https://challenges.cloudflare.com') does not match the recipient window's origin ('https://linux.do'). @ https://challenges.cloudflare.com/turnstile/v0/api.js?_upgrade=true&_cb=1785744303563:0
[-4242021ms] [WARNING] Failed to execute 'postMessage' on 'DOMWindow': The target origin provided ('https://challenges.cloudflare.com') does not match the recipient window's origin ('https://linux.do'). @ https://challenges.cloudflare.com/turnstile/v0/api.js?_upgrade=true&_cb=1785744303563:0
[-4241037ms] [WARNING] Failed to execute 'postMessage' on 'DOMWindow': The target origin provided ('https://challenges.cloudflare.com') does not match the recipient window's origin ('https://linux.do'). @ https://challenges.cloudflare.com/turnstile/v0/api.js?_upgrade=true&_cb=1785744303563:0
[-4240000ms] [WARNING] Failed to execute 'postMessage' on 'DOMWindow': The target origin provided ('https://challenges.cloudflare.com') does not match the recipient window's origin ('https://linux.do'). @ https://challenges.cloudflare.com/turnstile/v0/api.js?_upgrade=true&_cb=1785744303563:0
[-4239030ms] [WARNING] Failed to execute 'postMessage' on 'DOMWindow': The target origin provided ('https://challenges.cloudflare.com') does not match the recipient window's origin ('https://linux.do'). @ https://challenges.cloudflare.com/turnstile/v0/api.js?_upgrade=true&_cb=1785744303563:0
[-4238040ms] [WARNING] Failed to execute 'postMessage' on 'DOMWindow': The target origin provided ('https://challenges.cloudflare.com') does not match the recipient window's origin ('https://linux.do'). @ https://challenges.cloudflare.com/turnstile/v0/api.js?_upgrade=true&_cb=1785744303563:0
[-4237037ms] [WARNING] Failed to execute 'postMessage' on 'DOMWindow': The target origin provided ('https://challenges.cloudflare.com') does not match the recipient window's origin ('https://linux.do'). @ https://challenges.cloudflare.com/turnstile/v0/api.js?_upgrade=true&_cb=1785744303563:0
[-4236029ms] [WARNING] Failed to execute 'postMessage' on 'DOMWindow': The target origin provided ('https://challenges.cloudflare.com') does not match the recipient window's origin ('https://linux.do'). @ https://challenges.cloudflare.com/turnstile/v0/api.js?_upgrade=true&_cb=1785744303563:0
[-4235039ms] [WARNING] Failed to execute 'postMessage' on 'DOMWindow': The target origin provided ('https://challenges.cloudflare.com') does not match the recipient window's origin ('https://linux.do'). @ https://challenges.cloudflare.com/turnstile/v0/api.js?_upgrade=true&_cb=1785744303563:0
[-4234024ms] [WARNING] Failed to execute 'postMessage' on 'DOMWindow': The target origin provided ('https://challenges.cloudflare.com') does not match the recipient window's origin ('https://linux.do'). @ https://challenges.cloudflare.com/turnstile/v0/api.js?_upgrade=true&_cb=1785744303563:0
[-4233035ms] [WARNING] Failed to execute 'postMessage' on 'DOMWindow': The target origin provided ('https://challenges.cloudflare.com') does not match the recipient window's origin ('https://linux.do'). @ https://challenges.cloudflare.com/turnstile/v0/api.js?_upgrade=true&_cb=1785744303563:0
[-4232040ms] [WARNING] Failed to execute 'postMessage' on 'DOMWindow': The target origin provided ('https://challenges.cloudflare.com') does not match the recipient window's origin ('https://linux.do'). @ https://challenges.cloudflare.com/turnstile/v0/api.js?_upgrade=true&_cb=1785744303563:0
[-4231033ms] [WARNING] Failed to execute 'postMessage' on 'DOMWindow': The target origin provided ('https://challenges.cloudflare.com') does not match the recipient window's origin ('https://linux.do'). @ https://challenges.cloudflare.com/turnstile/v0/api.js?_upgrade=true&_cb=1785744303563:0
[-4230011ms] [WARNING] Failed to execute 'postMessage' on 'DOMWindow': The target origin provided ('https://challenges.cloudflare.com') does not match the recipient window's origin ('https://linux.do'). @ https://challenges.cloudflare.com/turnstile/v0/api.js?_upgrade=true&_cb=1785744303563:0
[-4229041ms] [WARNING] Failed to execute 'postMessage' on 'DOMWindow': The target origin provided ('https://challenges.cloudflare.com') does not match the recipient window's origin ('https://linux.do'). @ https://challenges.cloudflare.com/turnstile/v0/api.js?_upgrade=true&_cb=1785744303563:0
[-4228009ms] [WARNING] Failed to execute 'postMessage' on 'DOMWindow': The target origin provided ('https://challenges.cloudflare.com') does not match the recipient window's origin ('https://linux.do'). @ https://challenges.cloudflare.com/turnstile/v0/api.js?_upgrade=true&_cb=1785744303563:0
[-4227035ms] [WARNING] Failed to execute 'postMessage' on 'DOMWindow': The target origin provided ('https://challenges.cloudflare.com') does not match the recipient window's origin ('https://linux.do'). @ https://challenges.cloudflare.com/turnstile/v0/api.js?_upgrade=true&_cb=1785744303563:0
[-4225961ms] [WARNING] Failed to execute 'postMessage' on 'DOMWindow': The target origin provided ('https://challenges.cloudflare.com') does not match the recipient window's origin ('https://linux.do'). @ https://challenges.cloudflare.com/turnstile/v0/api.js?_upgrade=true&_cb=1785744303563:0
[-4225033ms] [WARNING] Failed to execute 'postMessage' on 'DOMWindow': The target origin provided ('https://challenges.cloudflare.com') does not match the recipient window's origin ('https://linux.do'). @ https://challenges.cloudflare.com/turnstile/v0/api.js?_upgrade=true&_cb=1785744303563:0
[-4224039ms] [WARNING] Failed to execute 'postMessage' on 'DOMWindow': The target origin provided ('https://challenges.cloudflare.com') does not match the recipient window's origin ('https://linux.do'). @ https://challenges.cloudflare.com/turnstile/v0/api.js?_upgrade=true&_cb=1785744303563:0
[-4206976ms] [WARNING] Failed to execute 'postMessage' on 'DOMWindow': The target origin provided ('https://challenges.cloudflare.com') does not match the recipient window's origin ('https://linux.do'). @ https://challenges.cloudflare.com/turnstile/v0/api.js?_upgrade=true&_cb=1785744303563:0
[-4147020ms] [WARNING] Failed to execute 'postMessage' on 'DOMWindow': The target origin provided ('https://challenges.cloudflare.com') does not match the recipient window's origin ('https://linux.do'). @ https://challenges.cloudflare.com/turnstile/v0/api.js?_upgrade=true&_cb=1785744303563:0
[-4039018ms] [WARNING] Failed to execute 'postMessage' on 'DOMWindow': The target origin provided ('https://challenges.cloudflare.com') does not match the recipient window's origin ('https://linux.do'). @ https://challenges.cloudflare.com/turnstile/v0/api.js?_upgrade=true&_cb=1785744303563:0
[-4038040ms] [WARNING] Failed to execute 'postMessage' on 'DOMWindow': The target origin provided ('https://challenges.cloudflare.com') does not match the recipient window's origin ('https://linux.do'). @ https://challenges.cloudflare.com/turnstile/v0/api.js?_upgrade=true&_cb=1785744303563:0
[-4037043ms] [WARNING] Failed to execute 'postMessage' on 'DOMWindow': The target origin provided ('https://challenges.cloudflare.com') does not match the recipient window's origin ('https://linux.do'). @ https://challenges.cloudflare.com/turnstile/v0/api.js?_upgrade=true&_cb=1785744303563:0
[-3729937ms] [WARNING] Failed to execute 'postMessage' on 'DOMWindow': The target origin provided ('https://challenges.cloudflare.com') does not match the recipient window's origin ('https://linux.do'). @ https://challenges.cloudflare.com/turnstile/v0/api.js?_upgrade=true&_cb=1785744303563:0
[-3729018ms] [WARNING] Failed to execute 'postMessage' on 'DOMWindow': The target origin provided ('https://challenges.cloudflare.com') does not match the recipient window's origin ('https://linux.do'). @ https://challenges.cloudflare.com/turnstile/v0/api.js?_upgrade=true&_cb=1785744303563:0
[-35071776ms] [LOG] [OAuth] Initial hash check: (empty) @ chrome-extension://dhdgffkkebhmkfjojejmpbldmpobfkfo/userscript.html?name=LDStatus-Pro.user.js&id=51801759-f125-46db-9d07-c651b8594c44:105
[-35070732ms] [LOG] ℹ️ Discourse v2026.8.0-latest.1 — https://github.com/discourse/discourse/commits/7d635130bf — Ember v6.10.1 @ https://cdn3.ldstatic.com/assets/br/discourse-mf5rrii8.digested.js:227
[-35070128ms] [LOG] [OAuth] _checkPendingOAuthLogin called, _pendingOAuthData: null @ chrome-extension://dhdgffkkebhmkfjojejmpbldmpobfkfo/userscript.html?name=LDStatus-Pro.user.js&id=51801759-f125-46db-9d07-c651b8594c44:15986
[-35070128ms] [LOG] [OAuth] No early captured data, trying URL hash fallback... @ chrome-extension://dhdgffkkebhmkfjojejmpbldmpobfkfo/userscript.html?name=LDStatus-Pro.user.js&id=51801759-f125-46db-9d07-c651b8594c44:15993
[-35070128ms] [LOG] [OAuth] pendingResult: null @ chrome-extension://dhdgffkkebhmkfjojejmpbldmpobfkfo/userscript.html?name=LDStatus-Pro.user.js&id=51801759-f125-46db-9d07-c651b8594c44:15997
[-35070128ms] [LOG] [OAuth] No valid pending login result @ chrome-extension://dhdgffkkebhmkfjojejmpbldmpobfkfo/userscript.html?name=LDStatus-Pro.user.js&id=51801759-f125-46db-9d07-c651b8594c44:16009
[-11921261ms] [WARNING] Failed to update topic times for topic 2683293 due to 429 error @ https://cdn3.ldstatic.com/assets/br/discourse-mf5rrii8.digested.js:148
[-11902245ms] [WARNING] Failed to update topic times for topic 2683293 due to 429 error @ https://cdn3.ldstatic.com/assets/br/discourse-mf5rrii8.digested.js:148
[-11883074ms] [WARNING] Failed to update topic times for topic 2683293 due to 429 error @ https://cdn3.ldstatic.com/assets/br/discourse-mf5rrii8.digested.js:148
[-11877050ms] [WARNING] Failed to update topic times for topic 2683293 due to 429 error @ https://cdn3.ldstatic.com/assets/br/discourse-mf5rrii8.digested.js:148
[-11428639ms] [WARNING] Failed to update topic times for topic 2692182 due to 429 error @ https://cdn3.ldstatic.com/assets/br/discourse-mf5rrii8.digested.js:148
